URL,Title,Brand,SKU,Inventory
https://www.batabd.com/collections/casual-shoes/products/north-star-nadal-open-backed-sneaker-1,North Star Nadal Open-Backed Sneaker,North Star,8899422,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-remon-mens-casual-loafer-1,Bata REMON Men's Casual Loafer,Bata,8546154,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-outdoor-sneaker-for-men,Weinbrenner Outdoor Sneaker for Men,Weinbrenner,8216067,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-remon-mens-casual-loafer-2,Bata REMON Men's Casual Loafer,Bata,8544074,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-astro-casual-loafer,Bata Astro Casual Loafer,Bata,8546919,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-turbo-sneaker,NORTH STAR TURBO SNEAKER,North Star,8819326,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-lex-loafer-1,Bata LEX Loafer,Bata,8514932,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-luthor-half-moc,Bata LUTHOR Half-Moc,Bata,8544910,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-tokeo-casual-loafer,Bata Tokeo Casual Loafer,Bata,8546937,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-turbo-sneaker-1,NORTH STAR TURBO SNEAKER,North Star,8816326,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-luthor-half-moc-2,Bata LUTHOR Half-Moc,Bata,8546912,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-luthor-half-moc-1,Bata LUTHOR Half-Moc,Bata,8546910,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-driver-rubber-loafer,Bata DRIVER Rubber Loafer,Bata,8524225,In stock
https://www.batabd.com/collections/casual-shoes/products/hush-puppies-advance-lace-up-body-shoe-1,Hush Puppies Advance Lace-Up Body Shoe,Hush Puppies,8063050,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-comfit-mens-leather-loafer-shoe-1,Bata Comfit Men's Leather Loafer Shoe,Bata comfit,8544922,In stock
https://www.batabd.com/collections/casual-shoes/products/hush-puppies-seventy8-jogger-shoe-for-men,Hush Puppies Seventy8 Jogger Shoe for Men,Hush Puppies,8061644,In stock
https://www.batabd.com/collections/casual-shoes/products/hush-puppies-advance-lace-up-body-shoe,Hush Puppies Advance Lace-Up Body Shoe,Hush Puppies,8066050,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-driver-rubber-loafer-1,Bata DRIVER Rubber Loafer,Bata,8526225,In stock
https://www.batabd.com/collections/casual-shoes/products/hush-puppies-bolt-slip-on-shoe-for-men,Hush Puppies Bolt Slip-on Shoe for Men,Hush Puppies,8064627,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-dong-lifestyle-sneaker-for-men,North Star DONG Lifestyle Sneaker for Men,North Star,8819981,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-huck-chunky-lifestyle-sneaker-for-men-1,North Star HUCK Chunky Lifestyle Sneaker for Men,North Star,8816366,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-halle-chunky-lifestyle-sneaker-for-men,North Star HALLE Chunky Lifestyle Sneaker for Men,North Star,8816987,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-halle-chunky-lifestyle-sneaker-for-men-1,North Star HALLE Chunky Lifestyle Sneaker for Men,North Star,8819987,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-remon-casual-loafer-1,Bata Remon Casual Loafer,Bata,8544022,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-3d-oxygen-sirocco-man,Bata 3D Oxygen Sirocco Man,Bata 3D,8217483,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-takiyo-l1-0-lifestyle-sneaker-for-men,North Star TAKIYO L1.0 Lifestyle Sneaker for Men,North Star,8201032,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-nishi-lifestyle-sneaker-for-men-1,North Star NISHI Lifestyle Sneaker for Men,North Star,8206040,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-nishi-lifestyle-sneaker-for-men,North Star NISHI Lifestyle Sneaker for Men,North Star,8202040,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-phget-lace-up-lifestyle-sneaker-for-men,North Star PHGET Lace-Up Lifestyle Sneaker for Men,North Star,8205051,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-takiyo-l1-0-lifestyle-sneaker-for-men-1,North Star TAKIYO L1.0 Lifestyle Sneaker for Men,North Star,8209032,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-phget-lace-up-lifestyle-sneaker-for-men-2,North Star PHGET Lace-Up Lifestyle Sneaker for Men,North Star,8206051,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-phget-lace-up-lifestyle-sneaker-for-men-1,North Star PHGET Lace-Up Lifestyle Sneaker for Men,North Star,8209051,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-jiro-lace-up-lifestyle-sneaker-for-men-1,North Star JIRO Lace-Up Lifestyle Sneaker for Men,North Star,8209054,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-versace-contemporary-moccasin-for-men,Bata Contemporary Moccasin for Men,Bata,8546929,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-jiro-lace-up-lifestyle-sneaker-for-men,North Star JIRO Lace-Up Lifestyle Sneaker for Men,North Star,8206054,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-beehive-casual-contemporary-sneaker-shoe-for-men-1,Bata BEEHIVE Casual Contemporary Sneaker Shoe for Men,Bata,8212994,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-singer-slip-on-sandal-for-men,Weinbrenner SINGER Slip-On Sandal for Men,Weinbrenner,8714711,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-beehive-casual-contemporary-sneaker-shoe-for-men,Bata BEEHIVE Casual Contemporary Sneaker Shoe for Men,Bata,8216994,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-dortmund-belt-sandal-1,Weinbrenner DORTMUND Belt Sandal,Weinbrenner,8614760,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-flyfoam-casual-sneaker-for-men-1,Weinbrenner FLYFOAM Casual Sneaker for Men,Weinbrenner,8217033,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-dortmund-belt-sandal,Weinbrenner DORTMUND Belt Sandal,Weinbrenner,8616760,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-porto-belt-sandal-2,Weinbrenner PORTO Belt Sandal,Weinbrenner,8616728,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-singer-slip-on-sandal-for-men-1,Weinbrenner SINGER Slip-On Sandal for Men,Weinbrenner,8716711,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-arce-lifestyle-sneaker-for-men-1,North Star ARCE Lifestyle Sneaker for Men,North Star,8819642,In stock
https://www.batabd.com/collections/casual-shoes/products/weinbrenner-wave-loafer-for-men,Weinbrenner WAVE Loafer for Men,Weinbrenner,8514909,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-nadal-canvas-slip-on-sneaker-for-men,North Star NADAL Canvas Slip-On Sneaker for Men,North Star,8899622,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-otto-mens-casual-lace-up-shoe-1,Bata OTTO Men's Casual Lace-Up Shoe,Bata,8214430,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-valerio-casual-lace-up-sneaker-for-men,North Star VALERIO Casual Lace-Up Sneaker for Men,North Star,8819029,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-otto-mens-casual-lace-up-shoe,Bata OTTO Men's Casual Lace-Up Shoe,Bata,8216430,In stock
https://www.batabd.com/collections/casual-shoes/products/hush-puppies-the-good-sneak-low-top-sneakers,Hush Puppies THE GOOD SNEAK Low-Top Sneakers,Hush Puppies,8069636,In stock
https://www.batabd.com/collections/casual-shoes/products/hush-puppies-advance-knit-laceup-sneaker,Hush Puppies ADVANCE KNIT LACEUP Sneaker,Hush Puppies,8062682,In stock
https://www.batabd.com/collections/casual-shoes/products/bata-surge-casual-lace-up-sneaker,Bata SURGE Casual Lace-Up Sneaker,Bata,8219996,In stock
https://www.batabd.com/collections/casual-shoes/products/hush-puppies-advance-knit-laceup-sneaker-1,Hush Puppies ADVANCE KNIT LACEUP Sneaker,Hush Puppies,8066682,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-santiago-sneaker-for-men,North Star SANTIAGO Sneaker for Men,North Star,8819629,In stock
https://www.batabd.com/collections/casual-shoes/products/north-star-paulo-sneaker-for-men-1,North Star PAULO Sneaker for Men,North Star,8816634,In stock
